Category,Name,Dates,Sustainedwind speeds,Pressure,Areas affected,Deaths,Damage(USD)
2,Eight,"September 21 - October 1, 1926",110 mph (175 km/h),978 hPa (28.88 inHg),Azores (SÃ£o Miguel Island),2,Minor
2,Four,"September 23 - 28, 1927",105 mph (165 km/h),967 hPa (28.56 inHg),No land areas,10,None
2,One,"August 3 - 10, 1928",100 mph (155 km/h),971 hPa (28.67 inHg),"Bahamas, Florida, Georgia, South Carolina",5,$235 thousand
2,Seven,"September 8 - 16, 1931",100 mph (155 km/h),987 hPa (29.15 inHg),"Puerto Rico, Dominican Republic, Haiti, Jamaica, Belize, YucatÃ¡n Peninsula, Veracruz",0,Moderate
2,Fifteen,"November 3 - 10, 1932",110 mph (175 km/h),973 hPa (28.73 inHg),Azores,0,Unknown
2,Two,"June 24 - July 8, 1933",110 mph (175 km/h),965 hPa (28.50 inHg),"Trinidad, Venezuela, Jamaica, Cayman Islands, Cuba, Tamaulipas",0,$7.5 million
2,Thirteen,"September 10 - 15, 1933",100 mph (155 km/h),960 hPa (28.35 inHg),"Guatemala, Belize, Quintana Roo, YucatÃ¡n Peninsula, Tampico",14,Millions
2,One,"June 4 - 18, 1934",105 mph (165 km/h),966 hPa (28.53 inHg),"Belize, Guatemala, Chiapas, YucatÃ¡n Peninsula, Louisiana, Mississippi, Tennessee",0,$4.4 million
2,Seven,"September 3 - 7, 1934",100 mph (155 km/h),967 hPa (28.56 inHg),East Coast of the United States,0,$10 thousand
2,Ten,"October 1 - 4, 1934",105 mph (165 km/h),984 hPa (29.06 inHg),No land areas,0,None
2,Seven,"October 30 - November 8, 1935",105 mph (165 km/h),964 hPa (28.47 inHg),"The Bahamas, Florida",1,$5.5 million
2,Five,"July 27 - August 1, 1936",110 mph (175 km/h),964 hPa (28.47 inHg),"Bahamas, Florida, Alabama",0,$200 thousand
2,Ten,"August 25 - September 5, 1936",105 mph (165 km/h),959 hPa (28.32 inHg),No land areas,8210,None
2,Fifteen,"September 18 - 25, 1936",100 mph (155 km/h),977 hPa (28.85 inHg),Nova Scotia,0,None
2,Four,"September 9 - 14, 1937",100 mph (155 km/h),992 hPa (29.29 inHg),"Nova Scotia, Canada",0,$1.5 million
2,Eight,"September 20 - 26, 1937",100 mph (155 km/h),982 hPa (29.00 inHg),No land areas,68,None
2,Two,"August 3 - 10, 1940",100 mph (155 km/h),972 hPa (28.70 inHg),"Texas, Louisiana, Arkansas",0,$10.75 million
2,Three,"August 5 - 14, 1940",110 mph (175 km/h),972 hPa (28.70 inHg),"South Carolina, Mid-Atlantic states",0,$13 million
2,Four,"August 26 - September 2, 1940",100 mph (155 km/h),961 hPa (28.38 inHg),"North Carolina, New England, Nova Scotia, Quebec",0,$4.05 million
2,Five,"September 7 - 17, 1940",100 mph (155 km/h),988 hPa (29.18 inHg),"Nova Scotia, Newfoundland",0,$1.49 million
2,Seven,"September 22 - 28, 1940",110 mph (175 km/h),977 hPa (28.85 inHg),Azores,0,None
2,Four,"August 25 - September 3, 1942",110 mph (175 km/h),Unknown,No land areas,0,None
2,Eleven,"November 5 - 11, 1942",105 mph (165 km/h),992 hPa (29.29 inHg),"Cuba, Belize, Mexico",0,$9 million
2,One,"July 25 - 30, 1943",100 mph (155 km/h),967 hPa (28.56 inHg),"Texas, Louisiana",1,$17 million
2,Six,"September 15 - 20, 1943",110 mph (175 km/h),Unknown,Gulf Coast of the United States,0,$419 thousand
2,Nine,"October 11 - 17, 1943",100 mph (155 km/h),Unknown,"Leeward Islands, Puerto Rico, Bermuda",0,$300 thousand
2,Nine,"September 21 - 26, 1944",100 mph (155 km/h),Unknown,No land areas,0,None
2,One,"June 20 - 27, 1945",100 mph (155 km/h),985 hPa (29.09 inHg),East Coast of the United States,139,$750 thousand
2,Eleven,"October 10 - 13, 1945",100 mph (155 km/h),982 hPa (29.00 inHg),"Greater Antilles, Bahamas",0,$2 million
2,Four,"September 12 - 15, 1946",100 mph (155 km/h),975 hPa (28.79 inHg),"Bahamas, Nova Scotia, Newfoundland",0,None
2,Six,"October 5 - 9, 1946",110 mph (175 km/h),977 hPa (28.85 inHg),"Cuba, Florida, Georgia, South Carolina",1,$5.2 million
2,Charlie,"August 9 - 16, 1947",105 mph (165 km/h),977 hPa (28.85 inHg),"Quintana Roo, Tamaulipas",0,Unknown
2,King,"October 8 - 16, 1947",110 mph (175 km/h),965 hPa (28.50 inHg),"Honduras, Florida, Alabama",116,$3.26 million
2,One,"August 21 - 25, 1949",110 mph (175 km/h),974 hPa (28.76 inHg),North Carolina,0,$50 thousand
2,Eleven,"September 27 - October 6, 1949",105 mph (165 km/h),965 hPa (28.50 inHg),"Guatemala, Campeche, Texas",13,$6.7 million
2,Baker,"August 18 - September 1, 1950",110 mph (175 km/h),978 hPa (28.88 inHg),"Leeward Islands, Puerto Rico, Hispaniola, Cuba, Gulf Coast of the United States",0,$2.5 million
2,Charlie,"August 21 - September 5, 1950",110 mph (175 km/h),974 hPa (28.76 inHg),No land areas,5,None
2,George,"September 27 - October 5, 1950",105 mph (165 km/h),960 hPa (28.35 inHg),Iceland,0,None
2,Item,"October 8 - 11, 1950",100 mph (155 km/h),976 hPa (28.82 inHg),"YucatÃ¡n Peninsula, Western Mexico",3,$1.5 million
2,How,"September 29 - October 5, 1951",100 mph (155 km/h),972 hPa (28.70 inHg),"Florida, Iceland",0,$2 million
2,Able,"August 18 - September 3, 1952",110 mph (175 km/h),980 hPa (28.94 inHg),"South Carolina, North Carolina, Virginia, Maryland",0,$21.7 million
2,Baker,"August 31 - September 8, 1952",105 mph (165 km/h),969 hPa (28.61 inHg),No land areas,4,None
2,Easy,"October 6 - 11, 1952",110 mph (175 km/h),968 hPa (28.59 inHg),No land areas,18,None
2,Alice,"June 24 - 27, 1954",100 mph (155 km/h),975 hPa (28.79 inHg),Mexico,3,$2 million
2,Thirteen,"September 25 - October 6, 1954",105 mph (165 km/h),964 hPa (28.47 inHg),No land areas,0,None
2,Diane,"August 7 - 20, 1955",105 mph (165 km/h),969 hPa (28.61 inHg),"North Carolina, Pennsylvania, New York, New Jersey, New England",0,$754.7 million
2,Edith,"August 21 - 31, 1955",105 mph (165 km/h),967 hPa (28.56 inHg),No land areas,4,None
2,Flora,"September 2 - 9, 1955",110 mph (175 km/h),967 hPa (28.56 inHg),No land areas,8,None
2,Katie,"October 14 - 19, 1955",100 mph (155 km/h),984 hPa (29.06 inHg),"Central America, Dominican Republic, Hispaniola, Puerto Rico, Cuba, Bahamas, Dominica",0,$200 thousand
2,Greta,"October 31 - November 6, 1956",110 mph (175 km/h),970 hPa (28.64 inHg),"Cuba, Bahamas, Florida, Guadeloupe",1,$3.58 million
2,Ella,"August 30 - September 6, 1958",110 mph (175 km/h),983 hPa (29.03 inHg),"Haiti, Dominican Republic, Cuba, Louisiana, Texas",26,>$100 thousand
2,Ilsa,"September 24 - 30, 1958",100 mph (155 km/h),956 hPa (28.23 inHg),Bermuda,4,None
2,Janice,"October 4 - 11, 1958",105 mph (165 km/h),968 hPa (28.59 inHg),"Jamaica, Cuba, Bahamas",52,$200 thousand
2,Anna,"July 20 - 24, 1961",105 mph (165 km/h),976 hPa (28.82 inHg),"Windward Islands, Colombia, Venezuela, Central America, Jamaica",1,$300 thousand
2,Daisy,"September 29 - October 7, 1962",110 mph (175 km/h),963 hPa (28.44 inHg),"Leeward Islands, Bermuda, New England, Atlantic Canada",2,$1.1 million
2,Ella,"October 14 - 22, 1962",100 mph (155 km/h),958 hPa (28.29 inHg),"Cuba, East Coast of the United States, Atlantic Canada",51,Unknown
2,Edith,"September 23 - 29, 1963",110 mph (175 km/h),990 hPa (29.23 inHg),"Lesser Antilles, Puerto Rico, Hispaniola, Turks and Caicos Islands, Bahamas",12,$46.6 million
2,Ginny,"October 17 - 29, 1963",105 mph (165 km/h),948 hPa (27.99 inHg),"Hispaniola, Turks and Caicos Islands, Bahamas, North Carolina, Virginia, Maryland, New Jersey, New York, New England, Nova Scotia, Newfoundland",0,$500 thousand
2,Ethel,"September 4 - 14, 1964",105 mph (165 km/h),974 hPa (28.76 inHg),Bermuda,0,Minimal
2,Anna,"August 21 - 25, 1965",110 mph (175 km/h),976 hPa (28.82 inHg),No land areas,1,None
2,Elena,"October 12 - 19, 1965",110 mph (175 km/h),977 hPa (28.85 inHg),No land areas,2,None
2,Chloe,"September 5 - 21, 1967",105 mph (165 km/h),958 hPa (28.29 inHg),"Cape Verde, Spain, France",3,Unknown
2,Kara,"October 7 - 18, 1969",105 mph (165 km/h),978 hPa (28.88 inHg),North Carolina,1,None
2,Laurie,"October 17 - 27, 1969",105 mph (165 km/h),973 hPa (28.73 inHg),Mexico,3,Minor
2,Eighteen,"October 12 - 17, 1970",110 mph (175 km/h),974 hPa (28.76 inHg),"Bermuda, Nova Scotia, Newfoundland",0,Unknown
2,Ginger,"September 6 - October 3, 1971",105 mph (165 km/h),959 hPa (28.32 inHg),"Bahamas, North Carolina",0,$10 million
2,Betty,"August 22 - September 1, 1972",110 mph (175 km/h),976 hPa (28.82 inHg),No land areas,1,None
2,Fifi,"September 14 - 22, 1974",110 mph (175 km/h),971 hPa (28.67 inHg),"Hispaniola, Jamaica, Mexico, Central America",8,$1.8 billion
2,Doris,"August 28 - September 4, 1975",105 mph (165 km/h),965 hPa (28.50 inHg),No land areas,23,None
2,Faye,"September 18 - 29, 1975",105 mph (165 km/h),977 hPa (28.85 inHg),Bermuda,300,Minimal
2,Emmy,"August 20 - September 4, 1976",105 mph (165 km/h),974 hPa (28.76 inHg),"Lesser Antilles, Azores",26,Minimal
2,Gloria,"September 26 - October 4, 1976",100 mph (155 km/h),970 hPa (28.64 inHg),No land areas,4,None
2,Flossie,"September 4 - 15, 1978",100 mph (155 km/h),976 hPa (28.82 inHg),No land areas,2,None
2,Gloria,"September 4 - 15, 1979",100 mph (155 km/h),975 hPa (28.79 inHg),No land areas,811,None
2,Bonnie,"August 14 - 19, 1980",105 mph (165 km/h),975 hPa (28.79 inHg),No land areas,12,None
2,Ivan,"October 4 - 11, 1980",100 mph (155 km/h),970 hPa (28.64 inHg),No land areas,1200,None
2,Jeanne,"November 8 - 16, 1980",105 mph (165 km/h),986 hPa (29.12 inHg),"Florida, Gulf of Mexico, Gulf Coast of the United States",27,Minimal
2,Gert,"September 7 - 15, 1981",105 mph (165 km/h),988 hPa (29.18 inHg),Puerto Rico,600,None
2,Josephine,"October 7 - 18, 1984",105 mph (165 km/h),965 hPa (28.50 inHg),East Coast of the United States,26,Minor
2,Earl,"September 10 - 18, 1986",105 mph (165 km/h),979 hPa (28.91 inHg),No land areas,829,None
2,Dean,"July 31 - August 9, 1989",105 mph (165 km/h),968 hPa (28.59 inHg),"Leeward Islands, Bermuda, North Carolina, Newfoundland",21,$8.9 million
2,Erin,"August 18 - 27, 1989",100 mph (155 km/h),968 hPa (28.59 inHg),Cape Verde,84,None
2,Diana,"August 4 - 9, 1990",100 mph (155 km/h),980 hPa (28.94 inHg),"Costa Rica, Nicaragua, Honduras, Belize, YucatÃ¡n Peninsula, Mainland Mexico",46,$90.7 million
2,Isidore,"September 4 - 17, 1990",105 mph (165 km/h),978 hPa (28.88 inHg),No land areas,1,None
2,Grace,"October 25 - 29, 1991",110 mph (175 km/h),980 hPa (28.94 inHg),No land areas,9,None
2,Bonnie,"September 17 - 30, 1992",110 mph (175 km/h),965 hPa (28.50 inHg),Azores,106,Minimal
2,Charley,"September 21 - 27, 1992",100 mph (155 km/h),965 hPa (28.50 inHg),Azores,4,None
2,Gert,"September 14 - 21, 1993",110 mph (175 km/h),970 hPa (28.64 inHg),"Nicaragua, Belize, Mexico",150,$170 million
2,Florence,"November 2 - 8, 1994",100 mph (155 km/h),972 hPa (28.70 inHg),No land areas,12,None
2,Erin,"July 31 - August 6, 1995",110 mph (175 km/h),973 hPa (28.73 inHg),"Florida, Mid-Atlantic States, New England",921,$700 million
2,Humberto,"August 21 - September 1, 1995",110 mph (175 km/h),968 hPa (28.59 inHg),No land areas,10,None
2,Iris,"August 22 - September 4, 1995",105 mph (165 km/h),965 hPa (28.50 inHg),"Antigua, Montserrat, Barbuda",703,Unknown
2,Danielle,"August 24 - September 3, 1998",100 mph (155 km/h),960 hPa (28.35 inHg),"Puerto Rico, East Coast of the United States, Atlantic Canada, United Kingdom",4,$50 thousand
2,Earl,"August 31 - September 3, 1998",105 mph (165 km/h),985 hPa (29.09 inHg),"Mexico, Florida",34,$79 million
2,Jeanne,"September 21 - October 1, 1998",105 mph (165 km/h),969 hPa (28.61 inHg),No land areas,1000,None
2,Karl,"September 23 - 28, 1998",105 mph (165 km/h),970 hPa (28.64 inHg),No land areas,28,None
2,Dennis,"August 24 - September 7, 1999",110 mph (175 km/h),962 hPa (28.41 inHg),"North Carolina, Mid-Atlantic states, Canada",1,$157 million
2,Irene,"October 12 - 19, 1999",100 mph (155 km/h),958 hPa (28.29 inHg),"Cuba, Florida, South Carolina, North Carolina",200,$800 million
2,Jose,"October 17 - 25, 1999",110 mph (175 km/h),979 hPa (28.91 inHg),"Lesser Antilles, Puerto Rico",9,$5 million
2,Michael,"October 15 - 20, 2000",105 mph (165 km/h),965 hPa (28.50 inHg),"Bermuda, Maine, Atlantic Canada",202,Minimal
2,Humberto,"September 21 - 27, 2001",100 mph (155 km/h),970 hPa (28.64 inHg),Bermuda,17,Minimal
2,Gustav,"September 8 - 12, 2002",110 mph (175 km/h),960 hPa (28.35 inHg),"North Carolina, Virginia, New Jersey",149,$340 thousand
2,Juan,"September 24 - 29, 2003",110 mph (175 km/h),969 hPa (28.61 inHg),"Nova Scotia, Prince Edward Island",5,$200 million
2,Danielle,"August 13 - 21, 2004",105 mph (165 km/h),964 hPa (28.47 inHg),Cape Verde,134,None
2,Irene,"August 4 - 18, 2005",100 mph (155 km/h),970 hPa (28.64 inHg),East Coast of the United States,240,None
2,Dolly,"July 20 - 27, 2008",105 mph (165 km/h),963 hPa (28.44 inHg),"Guatemala, YucatÃ¡n Peninsula, Northeastern Mexico, South Central United States",19,$1.6 billion
2,Ida,"November 1 - 10, 2009",110 mph (175 km/h),975 hPa (28.79 inHg),"Nicaragua, Cayman Islands, YucatÃ¡n Peninsula, Cuba, Alabama, Georgia, South Carolina",41,$11.4 million
2,Alex,"June 25 - July 2, 2010",105 mph (165 km/h),946 hPa (27.94 inHg),"Greater Antilles, Belize, YucatÃ¡n Peninsula, Northern Mexico, South Texas",4000,$1.52 billion
2,Paula,"October 11 - 15, 2010",100 mph (155 km/h),981 hPa (28.97 inHg),"Nicaragua, Honduras, Mexico, Cuba, Bahamas, Florida",400,Unknown
2,Richard,"October 20 - 26, 2010",100 mph (155 km/h),977 hPa (28.85 inHg),"Honduras, Belize, Guatemala, Mexico",34,$80 million
2,Tomas,"October 29 - November 7, 2010",100 mph (155 km/h),982 hPa (29.00 inHg),"Windward Islands, Leeward Antilles, Greater Antilles, Lucayan Archipelago",200,$463.4 million
2,Ernesto,"August 1 - 10, 2012",110 mph (175 km/h),973 hPa (28.73 inHg),"Windward Islands, Jamaica, Central America, Mexico",1,$252.2 million
2,Gordon,"August 15 - 20, 2012",105 mph (165 km/h),965 hPa (28.50 inHg),Azores,34,None
2,Kirk,"August 28 - September 4, 2012",100 mph (155 km/h),970 hPa (28.64 inHg),No land areas,26,None
2,Arthur,"July 1 - 5, 2014",110 mph (175 km/h),973 hPa (28.73 inHg),"Bahamas, North Carolina, Nova Scotia",34,$28.6 million
2,Gert,"August 12 - 17, 2017",105 mph (165 km/h),962 hPa (28.41 inHg),"Bermuda, East Coast of the United States, Atlantic Canada",80,None
2,Katia,"September 5 - 9, 2017",105 mph (165 km/h),972 hPa (28.70 inHg),Mexico,2,$3.26 million
2,Chris,"July 6 - 12, 2018",110 mph (175 km/h),969 hPa (28.61 inHg),"Bermuda, Iceland",55,Minimal
2,Helene,"September 7 - 16, 2018",110 mph (175 km/h),967 hPa (28.56 inHg),"West Africa, Cape Verde, Azores, Ireland, United Kingdom, Norway",25,Minimal
2,Oscar,"October 26 - 31, 2018",105 mph (165 km/h),966 hPa (28.53 inHg),Faroe Islands,175,None
2,Jerry,"September 17 - 24, 2019",105 mph (165 km/h),976 hPa (28.82 inHg),"Leeward Islands, Puerto Rico, Bermuda",10,None
2,Paulette,"September 7 - 23, 2020",110 mph (175 km/h),965 hPa (28.50 inHg),Bermuda,2,$50 million
2,Sally,"September 11 - 17, 2020",115 mph (185 km/h),965 hPa (28.50 inHg),"The Bahamas, Florida, Cuba, Gulf Coast of the United States",7,$7.3 billion
3,San Agapito,"August 23, 1851",115 mph (185 km/h),960 hPa (28.35 inHg),"Antilles, Florida",10,"$60,000 "
3,Mobile,"August 24-26, 1852",115 mph (185 km/h),961 hPa (28.38 inHg),Southeastern United States (especially Alabama),8,"$50,000 "
3,Unnamed,"September 8-10, 1853",125 mph (205 km/h),Unknown,No land areas,216,"$400,000 "
3,Coastal,"September 7-8, 1854",125 mph (205 km/h),938 hPa (27.70 inHg),"Georgia, South Carolina",3,$10 million
3,Middle Gulf Coast,"September 15-16, 1855",115 mph (185 km/h),950 hPa (28.05 inHg),"Louisiana, Mississippi",11,$1 million
3,Southeastern,"August 30, 1856",125 mph (205 km/h),969 hPa (28.61 inHg),"Bahamas, Cuba, Florida",11,$9.6 million
3,Unnamed,"October 4-6, 1859",125 mph (205 km/h),938 hPa (27.70 inHg),"Cuba, Bahamas",2,$10 million
3,San Narciso,"October 29, 1867",115 mph (185 km/h),952 hPa (28.11 inHg),"Lesser Antilles, Puerto Rico",4,$19.2 million
3,New England,"September 8, 1869",125 mph (205 km/h),950 hPa (28.05 inHg),New England,72,$4.1 million
3,Unnamed,"September 10-12, 1870",115 mph (185 km/h),948 hPa (27.99 inHg),Bermuda,27,$2 million
3,San Marcos,"October 7, 1870",115 mph (185 km/h),959 hPa (28.32 inHg),"Cuba, Florida Keys",304,$50 million
3,Unnamed,"August 15-17, 1871",115 mph (185 km/h),952 hPa (28.11 inHg),"Bahamas, Florida",36,$50 million
3,Santa Juana,"August 21-2, 1871",115 mph (185 km/h),962 hPa (28.41 inHg),"Lesser Antilles, Puerto Rico, Bahamas, Florida",431,$1 million
3,Nova Scotia,"August 23-24, 1873",115 mph (185 km/h),962 hPa (28.41 inHg),Atlantic Canada,1,$1.5 million
3,Central Florida,"September 28-October 7, 1873 € ",115 mph (185 km/h),959 hPa (28.32 inHg),"Haiti, Cuba, Florida",7,$6 million
3,Indianola,"September 16, 1875",115 mph (185 km/h),955 hPa (28.20 inHg),"Lesser Antilles, Greater Antilles, Texas",93,$1.6 million
3,San Felipe,"September 13, 1876",115 mph (185 km/h),<980 hPa (28.94 inHg),"Lesser Antilles, Greater Antilles, East Coast of the United States",5,$1 million
3,Unnamed,"October 19, 1876",115 mph (185 km/h),958 hPa (28.29 inHg),"Cuba, Florida",271,"$255,000 "
3,Unnamed,"October 3, 1877",115 mph (185 km/h),960 hPa (28.35 inHg),"Curacao, East Coast of the United States",29,$6 million
3,Unnamed,"October 17-19, 1878",115 mph (185 km/h),951 hPa (28.08 inHg),No land areas,1,"$675,000 "
3,Unnamed,"August 18, 1879",125 mph (205 km/h),971 hPa (28.67 inHg),East Coast of the United States,2,$26.5 million
3,Unnamed,"August 31-September 1, 1879",125 mph (205 km/h),950 hPa (28.05 inHg),Louisiana,80,$20.1 million
3,Unnamed,"September 9-10, 1882",125 mph (205 km/h),949 hPa (28.02 inHg),"Bahamas, Cuba, Florida",12,"$989,000 "
3,Unnamed,"August 28-29, 1883",125 mph (205 km/h),948 hPa (27.99 inHg),"Bermuda, Atlantic Canada",21,$12.5 million
3,Unnamed,"September 4-6, 1883",125 mph (205 km/h),955 hPa (28.20 inHg),"Caribbean, Bahamas, North Carolina",9,$1 million
3,Unnamed,"September 7-8, 1884",120 mph (195 km/h),957 hPa (28.26 inHg),No land areas,6,$3.3 million
3,Unnamed,"August 21-22, 1886",115 mph (185 km/h),977 hPa (28.85 inHg),"Caribbean, Bahamas",3,$1 million
3,Unnamed,"August 21-22, 1886",120 mph (195 km/h),962 hPa (28.41 inHg),Atlantic Canada,17,"$200,000 "
3,Unnamed,"October 11-22, 1886",120 mph (195 km/h),955 hPa (28.20 inHg),"Cuba, Louisiana, Texas",3,$462 million
3,Unnamed,"August 19-21, 1887",120 mph (195 km/h),967 hPa (28.56 inHg),Florida,16,$42.8 million
3,Unnamed,"August 22-26, 1887",125 mph (205 km/h),967 hPa (28.56 inHg),"Cuba, Bahamas",14,$120 million
3,Unnamed,"August 16, 1888",125 mph (205 km/h),967 hPa (28.56 inHg),Southeastern United States,12,$50 million
3,Unnamed,"September 3-4, 1888",120 mph (195 km/h),972 hPa (28.70 inHg),"Turks and Caicos, Cuba, Mexico",34,$150 million
3,Unnamed,"August 27-29, 1890",125 mph (205 km/h),965 hPa (28.50 inHg),Newfoundland,20,$1.06 million
3,San MagÃ­n,"August 18-19, 1891",120 mph (195 km/h),961 hPa (28.38 inHg),"Martinique, Puerto Rico, Turks and Caicos, Florida",2,$30 million
3,San Roque,"August 16-20, 1893 € ",115 mph (185 km/h),986 hPa (29.12 inHg),"Lesser Antilles, Puerto Rico, Atlantic Canada",3,$210 million
3,Midnight Storm,"August 22-23, 1893 € ",120 mph (195 km/h),952 hPa (28.11 inHg),"New York, New England",2,$35.6 million
3,Sea Islands,"August 23-28, 1893",120 mph (195 km/h),954 hPa (28.17 inHg),"Bahamas, Southeastern United States",1,$3.5 million
3,Unnamed,"October 2-13, 1893",115 mph (185 km/h),955 hPa (28.20 inHg),"Bahamas, Southeastern United States",3000,$930 million
3,Unnamed,"September 6-8, 1894",120 mph (195 km/h),948 hPa (27.99 inHg),No land areas,3,$550 million
3,Unnamed,"September 20-22, 1894",120 mph (195 km/h),985 hPa (29.09 inHg),"Lesser Antilles, Hispaniola, Cuba, southeastern United States",9,$100 million
3,Unnamed,"October 6-9, 1894",115 mph (185 km/h),955 hPa (28.20 inHg),"Southeastern United States, northeastern United States",3,$3 billion
3,San RamÃ³n,"September 5-9, 1896",125 mph (205 km/h),956 hPa (28.23 inHg),"Caribbean, New England",22,$1.3 billion
3,Cedar Keys,"September 27-29, 1896",115 mph (185 km/h),960 hPa (28.35 inHg),Southeastern United States,48,$40 million
3,Unnamed,"September 5-9, 1896",120 mph (195 km/h),956 hPa (28.23 inHg),"Caribbean, Bermuda, Atlantic Canada",233,$35 million
3,Unnamed,"September 16-17, 1900",120 mph (195 km/h),Unknown,Bermuda,2,$1.5 billion
3,Unnamed,"August 9-13, 1903",120 mph (195 km/h),958 hPa (28.29 inHg),"Lesser Antilles, Jamaica, Mexico",23,$35 million
3,Unnamed,"October 9-10, 1905",120 mph (195 km/h),Unknown,"Greater Antilles, Bermuda Atlantic Canada",5,$3 billion
3,Unnamed,"September 25-27, 1906",120 mph (195 km/h),953 hPa (28.14 inHg),Gulf Coast of the United States,2,$1.5 billion
3,Unnamed,"October 10-18, 1906  € ",120 mph (195 km/h),953 hPa (28.14 inHg),"Central America, Cuba, Florida",8,$270 million
3,Unnamed,"September 12-15, 1908",115 mph (185 km/h),Unknown,"Caribbean, Turks and Caicos, Bahamas",14,$3.2 billion
3,Unnamed,"July 21, 1909",120 mph (195 km/h),959 hPa (28.32 inHg),"Cuba, Texas",90,$662 million
3,Unnamed,"August 25-27, 1909 € ",120 mph (195 km/h),955 hPa (28.20 inHg),"Caribbean, Mexico",4000,$720 million
3,Unnamed,"September 19-21, 1909",120 mph (195 km/h),952 hPa (28.11 inHg),"Cuba, Louisiana",16,$330 million
3,Unnamed,"October 9-11, 1909",115 mph (185 km/h),957 hPa (28.26 inHg),"Cuba, Florida",3103,$5 million
3,Unnamed,"November 17-18, 1912",120 mph (195 km/h),965 hPa (28.50 inHg),"Jamaica, Cuba",179,$6.9 billion
3,Unnamed,"September 2-6, 1915",120 mph (195 km/h),Unknown,Bermuda,184,$15.5 million
3,Unnamed,"July 5, 1916",120 mph (195 km/h),950 hPa (28.05 inHg),Gulf Coast of the United States,408,$3.8 million
3,Unnamed,"July 13-14, 1916",120 mph (195 km/h),960 hPa (28.35 inHg),Carolinas,682,$3.9 billion
3,Unnamed,"September 22-24, 1916",120 mph (195 km/h),Unknown,Bermuda,5,$15.8 billion
3,Unnamed,"September 3-5, 1917",120 mph (195 km/h),980 hPa (28.94 inHg),Bermuda,1023,$2.3 million
3,Unnamed,"August 6, 1918",125 mph (205 km/h),955 hPa (28.20 inHg),Louisiana,7,$68.7 billion
3,San Pedro,"September 9-15, 1921",120 mph (195 km/h),961 hPa (28.38 inHg),"Windward Islands, Greater Antilles",319,$190 million
3,Unnamed,"September 16-22, 1922 € ",120 mph (195 km/h),960 hPa (28.35 inHg),"Leeward Islands, Bermuda",59,$13.6 million
3,Unnamed,"September 29-30, 1923",120 mph (195 km/h),960 hPa (28.35 inHg),"Bahamas, Newfoundland",259,$25 million
3,Unnamed,"August 22-24, 1924",120 mph (195 km/h),960 hPa (28.35 inHg),"Puerto Rico, East Coast of the United States",37,Unknown
3,Unnamed,"August 2-6, 1926",115 mph (185 km/h),968 hPa (28.59 inHg),"Bermuda, Atlantic Canada",11,+$4.4 billion
3,Unnamed,"August 25, 1926",125 mph (205 km/h),955 hPa (28.20 inHg),Louisiana,2068,$330 million
3,Unnamed,"August 21-24, 1927",125 mph (205 km/h),950 hPa (28.05 inHg),"East Coast of the United States, Atlantic Canada",269,
3,Unnamed,"August 25-27, 1930",125 mph (205 km/h),960 hPa (28.35 inHg),Bermuda,318,
3,Unnamed,"October 5-6, 1933",115 mph (185 km/h),958 hPa (28.29 inHg),"Jamaica, Cuba, Florida, Bahamas, Atlantic Canada",107,
3,Unnamed,"November 23-24, 1934",120 mph (195 km/h),955 hPa (28.20 inHg),Bermuda,65,
3,Unnamed,"September 15-17, 1936",125 mph (205 km/h),962 hPa (28.41 inHg),East Coast of the United States,19325,
3,Unnamed,"August 15-17, 1937",120 mph (195 km/h),951 hPa (28.08 inHg),No land areas,51,
3,Unnamed,"August 25-26, 1938",125 mph (205 km/h),964 hPa (28.47 inHg),Mexico,124,
3,Unnamed,"September 23, 1941",120 mph (195 km/h),942 hPa (27.82 inHg),"Central United States, Canada",17,
3,Unnamed,"October 5, 1941",115 mph (185 km/h),962 hPa (28.41 inHg),"Bahamas, Southeastern United States",1836,
3,Unnamed,"August 29-30, 1942",120 mph (195 km/h),950 hPa (28.05 inHg),"Mexico, Texas",125,
3,Unnamed,"September 3-5, 1943",120 mph (195 km/h),963 hPa (28.44 inHg),"Bermuda, Atlantic Canada",87,
3,Unnamed,"August 19-20, 1944",115 mph (185 km/h),963 hPa (28.44 inHg),"Windward Islands, Jamaica, Mexico",45,
3,Unnamed,"August 26-27, 1945",120 mph (195 km/h),961 hPa (28.38 inHg),Texas,133,
